asin,product_title,product_url,product_rating_category,source_type,reviewer_name,review_rating,review_sentiment,title,date,verified_purchase,review_text,helpful_votes
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Client Kindle,5.0,positive,"5,0 sur 5 étoiles",20 mai 2025,False,"Casque léger et confortable, parfait pour de longues sessions de jeu sans finir avec les oreilles en feu. Le son est clair, le micro détachable est pratique (surtout pour les bavards comme moi). Compatible sans souci avec ma console et mon PC. Bon rapport qualité/prix pour un usage gaming basique. En lire plus",0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Qmx,5.0,positive,"5,0 sur 5 étoiles",14 mars 2025,False,"J’utilise le JBL Q100X depuis quelques semaines, et je suis vraiment conquis ! Dès la première écoute, j’ai été impressionné par la qualité sonore. Les transducteurs de 40 mm offrent des basses profondes et des aigus bien définis, parfaits pour écouter de la musique, regarder des films ou même jouer. Le confort est aussi au rendez-vous : les coussinets sont doux et l’arceau ajustable permet de l’adapter parfaitement à la tête, même après plusieurs heures d’utilisation. Le design noir et vert est sobre mais moderne, et le câble de 1,2 m est résistant sans être trop encombrant. Un vrai plus : la molette de réglage du volume directement sur le casque ! C’est super pratique pour ajuster le son rapidement sans avoir à toucher son appareil. Le microphone intégré est également un atout, avec une bonne captation pour les appels ou les discussions en ligne. Le fait qu’il soit 100 % filaire est aussi un avantage : pas de batterie à recharger, pas de latence, juste une connexion stable grâce à la prise jack 3,5 mm compatible avec la plupart des appareils. Franchement, pour le prix, difficile de trouver mieux ! Je recommande sans hésiter à ceux qui cherchent un casque fiable, confortable et bien équipé. En lire plus",4
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,stoic,4.0,positive,"4,0 sur 5 étoiles",6 mai 2025,False,"cable jack 10x trop petit, mais sinon a part ca ras, tres bon son mais pas trop de basse donc pour composer de la musique pas dingue mais le reste ecouter des series ou jouer ca passe, et micro tres bien En lire plus",0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Artiom,5.0,positive,"5,0 sur 5 étoiles",10 mars 2025,False,"Ci-dessous un point de vue après 4 mois d'utilisation intensif. Pour à peine 20 euros (je l'ai eu semble-t-il en promo), le rapport entre prix - performances est extraordinaire. Je joue sur tablette à des jeux de guerre où le son est important (jeu triple AAA avec une bonne spatialisation). Et je trouve que le son est vraiment bien. Évidemment, ce n'est certainement pas comparable à un casque audio dernière génération avec une carte son intégrée. (À un prix x10 ?) Néanmoins, la qualité sonore, le micro et le casque dans son ensemble est vraiment bien ! Confortable même après 4 heures de jeu. On ne le ressent que très peu. Les oreilles ne chauffent pas à l'intérieur et aucune gêne durant la session ou après l'avoir retiré. J'en prends bien soin et à ce stade, il est concrètement comme neuf. Aucune éraflure, les coussinets sont impeccables, le micro est irréprochable et le câble n'a strictement rien. Conclusion : pour cette catégorie de prix, si vous en prenez soin, vous en aurez sincèrement pour votre argent. En lire plus",4
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Brice,5.0,positive,"5,0 sur 5 étoiles",28 avril 2025,False,"1 an maintenant que je l'utilise, il ne m'a pour l'instant jamais déçu. La mousse est intacte, le son est super, le bouton on/off du micro est bien placé et ultra pratique. Le son est de très bonne qualité, mais pas excellent pour autant, ce qui est très bien pour 30€. Je suis très contant du rapport qualité/comfort/prix. En lire plus",0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Alexis,3.0,neutral,"3,0 sur 5 étoiles",6 juin 2025,False,Je trouve que le son intérieur n’est pas fort et en étant a fond avec la molette Bon casque malgré le son pas fort En lire plus,0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Haidy,5.0,positive,"5,0 sur 5 étoiles",28 mai 2025,False,Très bien En lire plus,0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Luis Neves,4.0,positive,"4,0 sur 5 étoiles",14 mai 2025,False,Très bon son et micro pour le prix mais construction un peu cheap En lire plus,0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Sebastian,5.0,positive,Good purchase,21 novembre 2024,False,"Great value, great quality mic and sound and extremely comfortable for long use En lire plus",0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Muhammet,5.0,positive,İdeal,15 avril 2024,False,"Hem jbl kalitesini tadın hem oyunda efsane ses alın, 3 yıldır kullanıyordum yenisi olarak aldım hem uygun fiyatlı hem kullanışlı 👌👍🏻 En lire plus",0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Marc von Kannen,5.0,positive,Einfach und gut,18 mai 2024,False,"Anders kann man sie nicht beschreiben. Für mich ein super preis-leistungs- Verhältnis. Guter Klang, guter sitz und gute Verständigung. Also einfach ein 👍🏻 En lire plus",0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,emarti_,5.0,positive,F/P,4 janvier 2025,False,Fiyatına göre çok iyi En lire plus,0
B09TFTHT28,JBL Quantum 100X – Casque de gaming filaire – avec Microphone à perche détachable – conçu pour la Xbox – Compatible avec les autres consoles – Noir et Vert,https://www.amazon.fr/Quantum-100-sur-Oreille-Filaire-Noir/dp/B09TFTHT28/ref=cs_sr_dp_3,good,category_search,Bengt Gullstrand,5.0,positive,Bra och lätta,4 novembre 2024,False,Perfekta för att ha för min mixer och de ger ett bra ljud. De är både luftiga och lätta att använda. Det visade sig att det var ett bra köp! JBL gör ju bra högtalare också! Rekommenderas En lire plus,0
B081QGH63S,Fess Nett Fess'nett Papier Toilette Humidifié Sensitive 50 Pièces 1 Unité,https://www.amazon.fr/Fessnett-Toilette-Sensitive-dermatologiquement-phenoxyethanol/dp/B081QGH63S/ref=sr_1_3,good,category_search,Will,5.0,positive,"5,0 sur 5 étoiles",1 juin 2025,False,"Plusieurs fois que je commande ce produit. Livré gratuitement, rapidement, et moins cher qu'en magasin. Aucune raison d'hésiter En lire plus",0
B081QGH63S,Fess Nett Fess'nett Papier Toilette Humidifié Sensitive 50 Pièces 1 Unité,https://www.amazon.fr/Fessnett-Toilette-Sensitive-dermatologiquement-phenoxyethanol/dp/B081QGH63S/ref=sr_1_3,good,category_search,Abey Dean,5.0,positive,"5,0 sur 5 étoiles",1 mai 2025,False,"Produit au top ! Ce papier toilette humide est à la fois doux et très efficace. Il laisse une sensation de propreté et de confort, tout en étant assez résistant. Les lingettes sont bien imprégnées, et l’emballage refermable garde tout frais. Idéal pour un usage quotidien, je l’utilise sans soucis. C’est un must-have à la maison, et je ne m’en passe plus. Très satisfait de cet achat ! En lire plus",0
